"","Months","Total_death"
"141069","Jun","35"
"141070","Jun","29"
"141071","Jun","33"
"141072","Jun","27"
"141073","Jun","30"
"141074","Jun","28"
"141075","Jun","32"
"141076","Jun","29"
"141077","Jun","30"
"141078","Jun","29"
"141079","Jun","22"
"141080","Jun","20"
"141081","Jun","25"
"141082","Jun","22"
"141083","Jun","23"
"141084","Jun","11"
"141085","Jun","14"
"141086","Jun","23"
"141087","Jun","16"
"141088","Jul","20"
"141089","Jul","15"
"141090","Jul","15"
"141091","Jul","8"
"141092","Jul","15"
"141093","Jul","9"
"141094","Jul","15"
"141095","Jul","12"
"141096","Jul","10"
"141097","Jul","15"
"141098","Jul","14"
"141099","Jul","10"
"141100","Jul","8"
"141101","Jul","12"
"141102","Jul","8"
"141103","Jul","6"
"141104","Jul","6"
"141105","Jul","7"
"141106","Jul","11"
"141107","Jul","7"
"141108","Jul","6"
"141109","Jul","7"
"141110","Jul","6"
"141111","Jul","5"
"141112","Jul","3"
"141113","Jul","1"
"141114","Jul","2"
"141115","Jul","6"
"141116","Jul","4"
"141117","Jul","1"
"141118","Jul","0"
"141119","Aug","2"
"141120","Aug","2"
"141121","Aug","3"
"141122","Aug","4"
"141123","Aug","2"
"141124","Aug","1"
"141125","Aug","4"
"141126","Aug","2"
"141127","Aug","1"
"141128","Aug","4"
"141129","Aug","2"
"141130","Aug","4"
"141131","Aug","3"
"141132","Aug","5"
"141133","Aug","1"
"141134","Aug","1"
"141135","Aug","0"
"141136","Aug","3"
"141137","Aug","4"
"141138","Aug","1"
"141139","Aug","2"
"141140","Aug","5"
"141141","Aug","1"
"141142","Aug","3"
"141143","Aug","1"
"141144","Aug","1"
"141145","Aug","2"
"141146","Aug","1"
"141147","Aug","1"
"141148","Aug","1"
"141149","Aug","3"
"141150","Sep","2"
"141151","Sep","3"
"141152","Sep","2"
"141153","Sep","2"
"141154","Sep","0"
"141155","Sep","0"
"141156","Sep","3"
"141157","Sep","1"
"141158","Sep","1"
"141159","Sep","2"
"141160","Sep","2"
"141161","Sep","4"
"141162","Sep","1"
"141163","Sep","2"
"141164","Sep","2"
"141165","Sep","1"
"141166","Sep","2"
"141167","Sep","1"
"141168","Sep","1"
"141169","Sep","1"
"141170","Sep","4"
"141171","Sep","2"
"141172","Sep","1"
"141173","Sep","0"
"141174","Sep","1"
"141175","Sep","4"
"141176","Sep","2"
"141177","Sep","1"
"141178","Sep","1"
"141179","Sep","2"
"141180","Oct","4"
"141181","Oct","1"
"141182","Oct","3"
"141183","Oct","3"
"141184","Oct","3"
"141185","Oct","2"
"141186","Oct","4"
"141187","Oct","3"
"141188","Oct","1"
"141189","Oct","5"
"141190","Oct","5"
"141191","Oct","2"
"141192","Oct","3"
"141193","Oct","1"
"141194","Oct","2"
"141195","Oct","3"
"141196","Oct","2"
"141197","Oct","4"
"141198","Oct","1"
"141199","Oct","4"
"141200","Oct","4"
"141201","Oct","3"
"141202","Oct","9"
"141203","Oct","7"
"141204","Oct","8"
"141205","Oct","8"
"141206","Oct","11"
"141207","Oct","9"
"141208","Oct","9"
"141209","Oct","9"
"141210","Oct","9"
"141211","Nov","13"
"141212","Nov","22"
"141213","Nov","20"
"141214","Nov","20"
"141215","Nov","21"
"141216","Nov","22"
"141217","Nov","25"
"141218","Nov","27"
"141219","Nov","22"
"141220","Nov","35"
"141221","Nov","35"
"141222","Nov","27"
"141223","Nov","28"
"141224","Nov","33"
"141225","Nov","38"
"141226","Nov","39"
"141227","Nov","37"
"141228","Nov","44"
"141229","Nov","50"
"141230","Nov","46"
"141231","Nov","45"
"141232","Nov","51"
"141233","Nov","59"
"141234","Nov","55"
"141235","Nov","68"
"141236","Nov","69"
"141237","Nov","60"
"141238","Nov","65"
"141239","Nov","50"
"141240","Nov","50"
"141241","Dec","67"
"141242","Dec","67"
"141243","Dec","71"
"141244","Dec","77"
"141245","Dec","70"
"141246","Dec","43"
"141247","Dec","81"
"141248","Dec","58"
"141249","Dec","54"
"141250","Dec","74"
"141251","Dec","86"
"141252","Dec","89"
"141253","Dec","68"
"141254","Dec","71"
"141255","Dec","94"
"141256","Dec","88"
"141257","Dec","102"
"141258","Dec","116"
"141259","Dec","71"
"141260","Dec","80"
"141261","Dec","94"
"141262","Dec","76"
"141263","Dec","93"
"141264","Dec","87"
"141265","Dec","88"
"141266","Dec","106"
"141267","Dec","94"
"141268","Dec","99"
"141269","Dec","121"
"141270","Dec","73"
"141271","Dec","90"
"141272","Jan","110"
"141273","Jan","87"
"141274","Jan","99"
"141275","Jan","83"
"141276","Jan","86"
"141277","Jan","93"
"141278","Jan","82"
"141279","Jan","103"
"141280","Jan","99"
"141281","Jan","89"
"141282","Jan","92"
"141283","Jan","89"
"141284","Jan","89"
"141285","Jan","91"
"141286","Jan","95"
"141287","Jan","90"
"141288","Jan","83"
"141289","Jan","61"
"141290","Jan","72"
"141291","Jan","92"
"141292","Jan","87"
"141293","Jan","88"
"141294","Jan","59"
"141295","Jan","64"
"141296","Jan","51"
"141297","Jan","59"
"141298","Jan","67"
"141299","Jan","54"
"141300","Jan","55"
"141301","Jan","58"
"141302","Jan","57"
"141303","Feb","39"
"141304","Feb","46"
"141305","Feb","43"
"141306","Feb","52"
"141307","Feb","30"
"141308","Feb","36"
"141309","Feb","33"
"141310","Feb","29"
"141311","Feb","39"
"141312","Feb","25"
"141313","Feb","27"
"141314","Feb","33"
"141315","Feb","28"
"141316","Feb","25"
"141317","Feb","28"
"141318","Feb","23"
"141319","Feb","22"
"141320","Feb","34"
"141321","Feb","18"
"141322","Feb","25"
"141323","Feb","29"
"141324","Feb","21"
"141325","Feb","25"
"141326","Feb","13"
"141327","Feb","26"
"141328","Feb","20"
"141329","Feb","18"
"141330","Feb","19"
"141331","Mar","25"
"141332","Mar","24"
"141333","Mar","23"
"141334","Mar","19"
"141335","Mar","19"
"141336","Mar","15"
"141337","Mar","12"
"141338","Mar","17"
"141339","Mar","24"
"141340","Mar","20"
"141341","Mar","21"
"141342","Mar","16"
"141343","Mar","19"
"141344","Mar","19"
"141345","Mar","22"
"141346","Mar","21"
"141347","Mar","15"
"141348","Mar","19"
"141349","Mar","18"
"141350","Mar","11"
"141351","Mar","25"
"141352","Mar","18"
"141353","Mar","16"
"141354","Mar","14"
"141355","Mar","16"
"141356","Mar","22"
"141357","Mar","22"
"141358","Mar","19"
"141359","Mar","17"
"141360","Mar","23"
"141361","Mar","16"
"141362","Apr","24"
"141363","Apr","25"
"141364","Apr","22"
"141365","Apr","18"
"141366","Apr","14"
"141367","Apr","24"
"141368","Apr","13"
"141369","Apr","22"
"141370","Apr","22"
"141371","Apr","24"
"141372","Apr","11"
"141373","Apr","17"
"141374","Apr","16"
"141375","Apr","21"
"141376","Apr","28"
"141377","Apr","25"
"141378","Apr","15"
"141379","Apr","20"
"141380","Apr","16"
"141381","Apr","15"
"141382","Apr","26"
"141383","Apr","24"
"141384","Apr","16"
"141385","Apr","17"
"141386","Apr","13"
"141387","Apr","20"
"141388","Apr","11"
"141389","Apr","23"
"141390","Apr","21"
"141391","Apr","19"
"141392","May","17"
"141393","May","12"
"141394","May","12"
"141395","May","19"
"141396","May","13"
"141397","May","17"
"141398","May","10"
"141399","May","13"
"141400","May","19"
"141401","May","16"
"141402","May","22"
"141403","May","10"
"141404","May","11"
"141405","May","19"
"141406","May","24"
"141407","May","12"
"141408","May","13"
"141409","May","9"
"141410","May","9"
"141411","May","7"
"141412","May","12"
"141413","May","12"
"141414","May","10"
"141415","May","11"
"141416","May","4"
"141417","May","8"
"141418","May","9"
"141419","May","7"
"141420","May","8"
"141421","May","3"
"141422","May","8"
"141423","Jun","6"
"141424","Jun","1"
"141425","Jun","6"
"141426","Jun","6"
"141427","Jun","14"
"141428","Jun","3"
"141429","Jun","3"
"141430","Jun","5"
"141431","Jun","4"
"141432","Jun","7"
"141433","Jun","3"
"141434","Jun","1"
"141435","Jun","2"
"141436","Jun","0"
"141437","Jun","2"
"141438","Jun","2"
"141439","Jun","1"
"141440","Jun","3"
"141441","Jun","2"
"141442","Jun","3"
"141443","Jun","2"
"141444","Jun","3"
"141445","Jun","0"
"141446","Jun","2"
"141447","Jun","2"
"141448","Jun","0"
"141449","Jun","0"
"141450","Jun","2"
"141451","Jun","1"
"141452","Jul","1"
"141453","Jul","1"
"141454","Jul","1"
"141455","Jul","2"
"141456","Jul","0"
"141457","Jul","0"
"141458","Jul","2"
"141459","Jul","0"
"141460","Jul","0"
"141461","Jul","0"
"141462","Jul","0"
"141463","Jul","0"
"141464","Jul","0"
"141465","Jul","0"
"141466","Jul","1"
"141467","Jul","0"
"141468","Jul","1"
"141469","Jul","0"
"141470","Jul","0"
"141471","Jul","0"
"141472","Jul","1"
"141473","Jul","1"
"141474","Jul","1"
"141475","Jul","0"
"141476","Jul","0"
"141477","Jul","0"
"141478","Jul","0"
"141479","Jul","1"
"141480","Jul","2"
"141481","Jul","1"
"141482","Aug","0"
"141483","Aug","0"
"141484","Aug","0"
"141485","Aug","0"
"141486","Aug","0"
"141487","Aug","2"
"141488","Aug","3"
"141489","Aug","0"
"141490","Aug","2"
"141491","Aug","0"
"141492","Aug","1"
"141493","Aug","0"
"141494","Aug","2"
"141495","Aug","2"
"141496","Aug","1"
"141497","Aug","1"
"141498","Aug","0"
"141499","Aug","3"
"141500","Aug","1"
"141501","Aug","2"
"141502","Aug","2"
"141503","Aug","1"
"141504","Aug","2"
"141505","Aug","5"
"141506","Aug","5"
"141507","Aug","3"
"141508","Aug","1"
"141509","Aug","0"
"141510","Aug","1"
"141511","Aug","5"
"141512","Aug","3"
"141513","Sep","2"
"141514","Sep","2"
"141515","Sep","6"
"141516","Sep","3"
"141517","Sep","3"
"141518","Sep","6"
"141519","Sep","4"
"141520","Sep","4"
"141521","Sep","10"
"141522","Sep","8"
"141523","Sep","11"
"141524","Sep","4"
"141525","Sep","8"
"141526","Sep","8"
"141527","Sep","7"
"141528","Sep","8"
"141529","Sep","12"
"141530","Sep","7"
"141531","Sep","4"
"141532","Sep","4"
"141533","Sep","8"
"141534","Sep","10"
"141535","Sep","6"
"141536","Sep","6"
"141537","Sep","4"
"141538","Sep","6"
"141539","Sep","3"
"141540","Sep","4"
"141541","Sep","7"
"141542","Oct","5"
"141543","Oct","5"
"141544","Oct","6"
"141545","Oct","5"
"141546","Oct","6"
"141547","Oct","11"
"141548","Oct","8"
"141549","Oct","8"
"141550","Oct","6"
"141551","Oct","5"
"141552","Oct","5"
"141553","Oct","4"
"141554","Oct","7"
"141555","Oct","4"
"141556","Oct","1"
"141557","Oct","6"
"141558","Oct","6"
"141559","Oct","3"
"141560","Oct","3"
"141561","Oct","4"
"141562","Oct","3"
"141563","Oct","3"
"141564","Oct","1"
"141565","Oct","6"
"141566","Oct","4"
"141567","Oct","4"
"141568","Oct","6"
"141569","Oct","4"
"141570","Oct","2"
"141571","Nov","4"
"141572","Nov","2"
"141573","Nov","5"
"141574","Nov","10"
"141575","Nov","2"
"141576","Nov","4"
"141577","Nov","7"
"141578","Nov","3"
"141579","Nov","2"
"141580","Nov","8"
"141581","Nov","2"
"141582","Nov","8"
"141583","Nov","6"
"141584","Nov","2"
"141585","Nov","3"
"141586","Nov","6"
"141587","Nov","5"
"141588","Nov","4"
"141589","Nov","4"
"141590","Nov","6"
"141591","Nov","2"
"141592","Nov","3"
"141593","Nov","3"
"141594","Nov","4"
"141595","Nov","2"
"141596","Nov","0"
"141597","Nov","2"
"141598","Nov","2"
"141599","Nov","2"
"141600","Nov","6"
"141601","Dec","5"
"141602","Dec","2"
"141603","Dec","4"
"141604","Dec","2"
"141605","Dec","4"
"141606","Dec","6"
"141607","Dec","5"
"141608","Dec","8"
"141609","Dec","5"
"141610","Dec","6"
"141611","Dec","3"
"141612","Dec","8"
"141613","Dec","3"
"141614","Dec","6"
"141615","Dec","3"
"141616","Dec","5"
"141617","Dec","10"
"141618","Dec","7"
"141619","Dec","12"
"141620","Dec","6"
"141621","Dec","7"
"141622","Dec","6"
"141623","Dec","4"
"141624","Dec","7"
"141625","Dec","8"
"141626","Dec","9"
"141627","Dec","4"
"141628","Dec","11"
"141629","Dec","11"
"141630","Dec","7"
"141631","Dec","10"
"141632","Jan","9"
"141633","Jan","11"
"141634","Jan","12"
"141635","Jan","20"
"141636","Jan","18"
"141637","Jan","18"
"141638","Jan","20"
"141639","Jan","16"
"141640","Jan","22"
"141641","Jan","17"
"141642","Jan","11"
"141643","Jan","30"
"141644","Jan","22"
"141645","Jan","20"
"141646","Jan","30"
"141647","Jan","23"
"141648","Jan","36"
"141649","Jan","35"
"141650","Jan","33"
"141651","Jan","34"
"141652","Jan","31"
"141653","Jan","42"
"141654","Jan","36"
"141655","Jan","35"
"141656","Jan","40"
"141657","Jan","40"
"141658","Jan","50"
"141659","Jan","34"
"141660","Jan","52"
"141661","Jan","45"
"141662","Jan","41"
"141663","Feb","42"
"141664","Feb","55"
"141665","Feb","46"
"141666","Feb","59"
"141667","Feb","51"
"141668","Feb","57"
"141669","Feb","50"
"141670","Feb","59"
"141671","Feb","57"
"141672","Feb","39"
"141673","Feb","46"
"141674","Feb","48"
"141675","Feb","32"
"141676","Feb","48"
"141677","Feb","65"
"141678","Feb","53"
"141679","Feb","57"
"141680","Feb","57"
"141681","Feb","46"
"141682","Feb","47"
"141683","Feb","37"
"141684","Feb","54"
"141685","Feb","47"
"141686","Feb","38"
"141687","Feb","45"
"141688","Feb","48"
"141689","Feb","53"
"141690","Feb","34"
"141691","Mar","45"
"141692","Mar","34"
"141693","Mar","41"
"141694","Mar","42"
"141695","Mar","41"
"141696","Mar","34"
"141697","Mar","36"
"141698","Mar","30"
"141699","Mar","31"
"141700","Mar","20"
"141701","Mar","30"
"141702","Mar","33"
"141703","Mar","27"
"141704","Mar","34"
"141705","Mar","35"
"141706","Mar","30"
"141707","Mar","29"
"141708","Mar","33"
"141709","Mar","24"
"141710","Mar","23"
"141711","Mar","21"
"141712","Mar","14"
"141713","Mar","29"
"141714","Mar","23"
"141715","Mar","32"
"141716","Mar","22"
"141717","Mar","23"
"141718","Mar","15"
"141719","Mar","17"
"141720","Mar","14"
"141721","Mar","25"
"141722","Apr","17"
"141723","Apr","16"
"141724","Apr","14"
"141725","Apr","19"
"141726","Apr","24"
"141727","Apr","19"
"141728","Apr","14"
"141729","Apr","13"
"141730","Apr","16"
"141731","Apr","16"
"141732","Apr","19"
"141733","Apr","11"
"141734","Apr","12"
"141735","Apr","13"
"141736","Apr","8"
"141737","Apr","7"
"141738","Apr","7"
"141739","Apr","13"
"141740","Apr","11"
"141741","Apr","7"
"141742","Apr","11"
"141743","Apr","10"
"141744","Apr","9"
"141745","Apr","14"
"141746","Apr","8"
"141747","Apr","6"
"141748","Apr","9"
"141749","Apr","4"
"141750","Apr","10"
"141751","Apr","5"
"141752","May","9"
"141753","May","8"
"141754","May","2"
"141755","May","10"
"141756","May","6"
"141757","May","8"
"141758","May","5"
"141759","May","11"
"141760","May","10"
"141761","May","3"
"141762","May","5"
"141763","May","7"
"141764","May","3"
"141765","May","8"
"141766","May","6"
"141767","May","10"
"141768","May","6"
"141769","May","7"
"141770","May","2"
"141771","May","4"
"141772","May","9"
"141773","May","8"
"141774","May","5"
"141775","May","2"
"141776","May","6"
"141777","May","5"
"141778","May","2"
"141779","May","2"
"141780","May","5"
"141781","May","4"
"141782","May","3"
"141783","Jun","7"
"141784","Jun","3"
"141785","Jun","6"
"141786","Jun","1"
"141787","Jun","2"
"141788","Jun","1"
"141789","Jun","3"
"141790","Jun","5"
"141791","Jun","1"
"141792","Jun","5"
"141793","Jun","1"
"141794","Jun","5"
"141795","Jun","8"
"141796","Jun","1"
"141797","Jun","3"
"141798","Jun","2"
"141799","Jun","6"
"141800","Jun","5"
"141801","Jun","4"
"141802","Jun","1"
"141803","Jun","5"
"141804","Jun","6"
"141805","Jun","1"
"141806","Jun","6"
"141807","Jun","8"
"141808","Jun","5"
"141809","Jun","5"
"141810","Jun","5"
"141811","Jun","8"
"141812","Jun","6"
"141813","Jul","2"
"141814","Jul","8"
"141815","Jul","4"
"141816","Jul","10"
"141817","Jul","11"
"141818","Jul","8"
"141819","Jul","9"
"141820","Jul","9"
"141821","Jul","6"
"141822","Jul","8"
"141823","Jul","8"
"141824","Jul","10"
"141825","Jul","9"
"141826","Jul","10"
"141827","Jul","6"
"141828","Jul","8"
"141829","Jul","8"
"141830","Jul","11"
"141831","Jul","13"
"141832","Jul","15"
"141833","Jul","13"
"141834","Jul","15"
"141835","Jul","19"
"141836","Jul","24"
"141837","Jul","15"
"141838","Jul","16"
"141839","Jul","12"
"141840","Jul","16"
"141841","Jul","12"
"141842","Jul","13"
"141843","Jul","12"
"141844","Aug","14"
"141845","Aug","16"
"141846","Aug","11"
"141847","Aug","17"
"141848","Aug","18"
"141849","Aug","21"
"141850","Aug","16"
"141851","Aug","12"
"141852","Aug","16"
"141853","Aug","21"
"141854","Aug","16"
"141855","Aug","16"
"141856","Aug","17"
"141857","Aug","17"
"141858","Aug","18"
"141859","Aug","20"
"141860","Aug","17"
"141861","Aug","20"
"141862","Aug","20"
"141863","Aug","20"
"141864","Aug","20"
"141865","Aug","19"
"141866","Aug","17"
"141867","Aug","16"
"141868","Aug","16"
"141869","Aug","9"
"141870","Aug","6"
"141871","Aug","10"
"141872","Aug","12"
"141873","Aug","14"
"141874","Aug","9"
"141875","Sep","15"
"141876","Sep","16"
"141877","Sep","19"
"141878","Sep","13"
"141879","Sep","12"
"141880","Sep","12"
"141881","Sep","12"
"141882","Sep","8"
"141883","Sep","15"
"141884","Sep","11"
"141885","Sep","12"
"141886","Sep","15"
"141887","Sep","16"
"141888","Sep","16"
"141889","Sep","7"
"141890","Sep","12"
"141891","Sep","14"
"141892","Sep","15"
"141893","Sep","21"
"141894","Sep","5"
"141895","Sep","12"
"141896","Sep","17"
"141897","Sep","13"
"141898","Sep","18"
"141899","Sep","10"
"141900","Sep","15"
"141901","Sep","21"
"141902","Sep","10"
"141903","Sep","16"
"141904","Sep","12"
"141905","Oct","10"
"141906","Oct","13"
"141907","Oct","13"
"141908","Oct","20"
"141909","Oct","15"
"141910","Oct","11"
"141911","Oct","12"
"141912","Oct","13"
"141913","Oct","14"
"141914","Oct","14"
"141915","Oct","12"
"141916","Oct","14"
"141917","Oct","10"
"141918","Oct","15"
"141919","Oct","15"
"141920","Oct","11"
"141921","Oct","20"
"141922","Oct","9"
"141923","Oct","12"
"141924","Oct","11"
"141925","Oct","7"
"141926","Oct","17"
"141927","Oct","15"
"141928","Oct","13"
"141929","Oct","6"
"141930","Oct","9"
"141931","Oct","21"
"141932","Oct","12"
"141933","Oct","12"
"141934","Oct","16"
"141935","Oct","9"
"141936","Nov","9"
"141937","Nov","6"
"141938","Nov","14"
"141939","Nov","7"
"141940","Nov","14"
"141941","Nov","10"
"141942","Nov","17"
"141943","Nov","14"
"141944","Nov","10"
"141945","Nov","19"
"141946","Nov","11"
"141947","Nov","10"
"141948","Nov","13"
"141949","Nov","10"
"141950","Nov","6"
"141951","Nov","14"
"141952","Nov","13"
"141953","Nov","11"
"141954","Nov","23"
"141955","Nov","10"
"141956","Nov","11"
"141957","Nov","8"
"141958","Nov","9"
"141959","Nov","9"
"141960","Nov","20"
"141961","Nov","17"
"141962","Nov","19"
"141963","Nov","10"
"141964","Nov","13"
"141965","Nov","15"
"141966","Dec","13"
"141967","Dec","17"
"141968","Dec","21"
"141969","Dec","19"
"141970","Dec","18"
"141971","Dec","24"
"141972","Dec","20"
"141973","Dec","16"
"141974","Dec","34"
"141975","Dec","19"
"141976","Dec","27"
"141977","Dec","27"
"141978","Dec","33"
"141979","Dec","28"
"141980","Dec","43"
"141981","Dec","34"
"141982","Dec","34"
"141983","Dec","48"
"141984","Dec","46"
"141985","Dec","44"
"141986","Dec","44"
"141987","Dec","49"
"141988","Dec","55"
"141989","Dec","60"
"141990","Dec","63"
"141991","Dec","53"
"141992","Dec","54"
"141993","Dec","52"
"141994","Dec","56"
"141995","Dec","41"
"141996","Dec","47"
"141997","Jan","67"
"141998","Jan","53"
"141999","Jan","56"
"142000","Jan","67"
"142001","Jan","48"
"142002","Jan","61"
"142003","Jan","67"
"142004","Jan","51"
"142005","Jan","45"
"142006","Jan","40"
"142007","Jan","50"
"142008","Jan","42"
"142009","Jan","45"
"142010","Jan","46"
"142011","Jan","34"
"142012","Jan","39"
"142013","Jan","39"
"142014","Jan","29"
"142015","Jan","32"
"142016","Jan","28"
"142017","Jan","37"
"142018","Jan","26"
"142019","Jan","18"
"142020","Jan","21"
"142021","Jan","23"
"142022","Jan","22"
"142023","Jan","21"
"142024","Jan","19"
"142025","Jan","21"
"142026","Jan","13"
"142027","Jan","14"
"142028","Feb","16"
"142029","Feb","22"
"142030","Feb","14"
"142031","Feb","9"
"142032","Feb","9"
"142033","Feb","14"
"142034","Feb","7"
"142035","Feb","13"
"142036","Feb","8"
"142037","Feb","10"
"142038","Feb","10"
"142039","Feb","8"
"142040","Feb","7"
"142041","Feb","4"
"142042","Feb","8"
"142043","Feb","9"
"142044","Feb","12"
"142045","Feb","6"
"142046","Feb","4"
"142047","Feb","5"
"142048","Feb","8"
"142049","Feb","3"
"142050","Feb","4"
"142051","Feb","9"
"142052","Feb","7"
"142053","Feb","2"
"142054","Feb","5"
"142055","Feb","6"
"142056","Mar","3"
"142057","Mar","10"
"142058","Mar","5"
"142059","Mar","11"
"142060","Mar","11"
"142061","Mar","4"
"142062","Mar","3"
"142063","Mar","3"
"142064","Mar","4"
"142065","Mar","4"
"142066","Mar","8"
"142067","Mar","3"
"142068","Mar","6"
"142069","Mar","1"
"142070","Mar","11"
"142071","Mar","3"
"142072","Mar","8"
"142073","Mar","2"
"142074","Mar","2"
"142075","Mar","4"
"142076","Mar","54"
"142077","Apr","47"
"142078","Apr","51"
"142079","Apr","55"
"142080","Apr","70"
"142081","May","79"
"142082","May","74"
"142083","May","66"
"142084","May","62"
"142085","May","48"
"142086","Jun","37"
"142087","Jun","44"
"142088","Jun","29"
"142089","Jun","24"
"142090","Jul","23"
"142091","Jul","28"
"142092","Jul","12"
"142093","Jul","21"
"142094","Jul","14"
"142095","Aug","7"
"142096","Aug","12"
"142097","Aug","22"
"142098","Aug","19"
"142099","Sep","20"
"142100","Sep","28"
"142101","Sep","41"
"142102","Sep","25"
"142103","Oct","38"
"142104","Oct","34"
"142105","Oct","41"
"142106","Feb","0"
"142107","Feb","0"
"142108","Feb","0"
"142109","Feb","0"
"142110","Feb","0"
"142111","Mar","0"
"142112","Mar","0"
"142113","Mar","0"
"142114","Mar","0"
"142115","Mar","0"
"142116","Mar","2"
"142117","Mar","0"
"142118","Mar","0"
"142119","Mar","1"
"142120","Mar","0"
"142121","Mar","2"
"142122","Mar","3"
"142123","Mar","4"
"142124","Mar","3"
"142125","Mar","5"
"142126","Mar","8"
"142127","Mar","7"
"142128","Mar","12"
"142129","Mar","8"
"142130","Mar","14"
"142131","Mar","21"
"142132","Mar","19"
"142133","Mar","18"
"142134","Mar","23"
"142135","Mar","19"
"142136","Mar","39"
"142137","Mar","38"
"142138","Mar","32"
"142139","Mar","57"
"142140","Mar","45"
"142141","Mar","58"
"142142","Apr","44"
"142143","Apr","59"
"142144","Apr","61"
"142145","Apr","57"
"142146","Apr","55"
"142147","Apr","51"
"142148","Apr","50"
"142149","Apr","57"
"142150","Apr","58"
"142151","Apr","45"
"142152","Apr","52"
"142153","Apr","45"
"142154","Apr","36"
"142155","Apr","36"
"142156","Apr","37"
"142157","Apr","38"
"142158","Apr","38"
"142159","Apr","37"
"142160","Apr","34"
"142161","Apr","22"
"142162","Apr","38"
"142163","Apr","33"
"142164","Apr","27"
"142165","Apr","31"
"142166","Apr","27"
"142167","Apr","25"
"142168","Apr","13"
"142169","Apr","23"
"142170","Apr","12"
"142171","Apr","11"
"142172","May","15"
"142173","May","12"
"142174","May","9"
"142175","May","8"
"142176","May","9"
"142177","May","10"
"142178","May","4"
"142179","May","12"
"142180","May","7"
"142181","May","5"
"142182","May","7"
"142183","May","3"
"142184","May","1"
"142185","May","1"
"142186","May","2"
"142187","May","5"
"142188","May","1"
"142189","May","5"
"142190","May","3"
"142191","May","4"
"142192","May","0"
"142193","May","5"
"142194","May","1"
"142195","May","1"
"142196","May","0"
"142197","May","2"
"142198","May","2"
"142199","May","0"
"142200","May","0"
"142201","May","0"
"142202","May","0"
"142203","Jun","0"
"142204","Jun","0"
"142205","Jun","0"
"142206","Jun","0"
"142207","Jun","0"
"142208","Jun","0"
"142209","Jun","1"
"142210","Jun","0"
"142211","Jun","1"
"142212","Jun","0"
"142213","Jun","1"
"142214","Jun","0"
"142215","Jun","1"
"142216","Jun","1"
"142217","Jun","0"
"142218","Jun","0"
"142219","Jun","1"
"142220","Jun","0"
"142221","Jun","0"
"142222","Jun","0"
"142223","Jun","0"
"142224","Jun","1"
"142225","Jun","1"
"142226","Jun","0"
"142227","Jun","0"
"142228","Jun","0"
"142229","Jun","0"
"142230","Jun","0"
"142231","Jun","0"
"142232","Jun","1"
"142233","Jul","0"
"142234","Jul","1"
"142235","Jul","0"
"142236","Jul","0"
"142237","Jul","0"
"142238","Jul","0"
"142239","Jul","0"
"142240","Jul","0"
"142241","Jul","2"
"142242","Jul","0"
"142243","Jul","1"
"142244","Jul","0"
"142245","Jul","0"
"142246","Jul","1"
"142247","Jul","0"
"142248","Jul","1"
"142249","Jul","1"
"142250","Jul","1"
"142251","Jul","0"
"142252","Jul","0"
"142253","Jul","2"
"142254","Jul","1"
"142255","Jul","0"
"142256","Jul","0"
"142257","Jul","1"
"142258","Jul","1"
"142259","Jul","0"
"142260","Jul","1"
"142261","Jul","1"
"142262","Jul","0"
"142263","Jul","0"
"142264","Aug","2"
"142265","Aug","1"
"142266","Aug","0"
"142267","Aug","0"
"142268","Aug","1"
"142269","Aug","1"
"142270","Aug","1"
"142271","Aug","1"
"142272","Aug","1"
"142273","Aug","0"
"142274","Aug","1"
"142275","Aug","0"
"142276","Aug","0"
"142277","Aug","1"
"142278","Aug","0"
"142279","Aug","3"
"142280","Aug","0"
"142281","Aug","1"
"142282","Aug","0"
"142283","Aug","0"
"142284","Aug","0"
"142285","Aug","1"
"142286","Aug","1"
"142287","Aug","2"
"142288","Aug","1"
"142289","Aug","0"
"142290","Aug","0"
"142291","Aug","2"
"142292","Aug","0"
"142293","Aug","0"
"142294","Aug","1"
"142295","Sep","1"
"142296","Sep","1"
"142297","Sep","3"
"142298","Sep","1"
"142299","Sep","2"
"142300","Sep","2"
"142301","Sep","3"
"142302","Sep","1"
"142303","Sep","1"
"142304","Sep","7"
"142305","Sep","0"
"142306","Sep","4"
"142307","Sep","4"
"142308","Sep","1"
"142309","Sep","0"
"142310","Sep","3"
"142311","Sep","5"
"142312","Sep","4"
"142313","Sep","2"
"142314","Sep","1"
"142315","Sep","0"
"142316","Sep","3"
"142317","Sep","1"
"142318","Sep","1"
"142319","Sep","4"
"142320","Sep","1"
"142321","Sep","2"
"142322","Sep","1"
"142323","Sep","3"
"142324","Sep","1"
"142325","Oct","0"
"142326","Oct","5"
"142327","Oct","1"
"142328","Oct","0"
"142329","Oct","1"
"142330","Oct","2"
"142331","Oct","1"
"142332","Oct","2"
"142333","Oct","3"
"142334","Oct","3"
"142335","Oct","4"
"142336","Oct","4"
"142337","Oct","6"
"142338","Oct","7"
"142339","Oct","5"
"142340","Oct","6"
"142341","Oct","10"
"142342","Oct","7"
"142343","Oct","8"
"142344","Oct","17"
"142345","Oct","11"
"142346","Oct","18"
"142347","Oct","25"
"142348","Oct","26"
"142349","Oct","26"
"142350","Oct","22"
"142351","Oct","20"
"142352","Oct","42"
"142353","Oct","44"
"142354","Oct","57"
"142355","Oct","42"
"142356","Nov","61"
"142357","Nov","61"
